testdate,county,newpositives,cumulativepositives,newtests,cumulativetests
2020-03-27,Kings County,1238,8045,2254,17278
2020-03-27,Lewis County,0,0,6,36
2020-03-27,Livingston County,2,5,11,86
2020-03-27,Madison County,2,19,28,151
2020-03-27,Monroe County,32,192,253,2449
2020-03-27,Montgomery County,0,5,10,127
2020-03-27,Nassau County,880,5537,1827,14357
2020-03-27,New York County,631,5216,1314,14212
2020-03-27,Niagara County,10,33,57,226
2020-03-27,Oneida County,10,23,43,338
2020-03-27,Onondaga County,14,129,352,2430
2020-03-27,Ontario County,2,16,34,212
2020-03-27,Orange County,190,1101,498,3574
2020-03-27,Orleans County,0,3,8,82
2020-03-27,Oswego County,3,7,38,198
2020-03-27,Otsego County,2,7,19,113
2020-03-27,Putnam County,20,131,84,645
2020-03-27,Queens County,1238,9275,2055,17839
2020-03-27,Rensselaer County,3,38,37,1086
2020-03-27,Richmond County,415,1827,847,4264
2020-03-27,Rockland County,439,1896,1078,5107
2020-03-27,Saratoga County,14,96,82,1553
2020-03-27,Schenectady County,6,72,43,1068
2020-03-27,Schoharie County,2,5,9,72
2020-03-27,Schuyler County,1,1,6,47
2020-03-27,Seneca County,0,0,16,64
2020-03-27,St. Lawrence County,5,8,82,203
2020-03-27,Steuben County,1,13,27,159
2020-03-27,Suffolk County,753,4138,1690,12075
2020-03-27,Sullivan County,8,72,49,529
2020-03-27,Tioga County,2,4,18,68
2020-03-27,Tompkins County,19,45,182,848
2020-03-27,Ulster County,29,128,124,935
2020-03-27,Warren County,5,13,59,415
2020-03-27,Washington County,0,6,40,229
2020-03-27,Wayne County,1,12,32,219
2020-03-27,Westchester County,688,7875,1588,31103
2020-03-27,Wyoming County,0,7,15,82
2020-03-27,Yates County,0,0,10,35
2020-03-26,Albany County,16,187,112,3289
2020-03-26,Allegany County,0,2,9,98
2020-03-26,Bronx County,829,4557,1428,10831
2020-03-26,Broome County,2,18,25,167
2020-03-26,Cattaraugus County,0,0,13,101
2020-03-26,Cayuga County,0,2,25,132
2020-03-26,Chautauqua County,0,1,20,56
2020-03-26,Chemung County,4,11,48,166
2020-03-26,Chenango County,1,4,6,31
2020-03-26,Clinton County,0,11,6,122
2020-03-26,Columbia County,7,20,20,297
2020-03-26,Cortland County,2,4,34,208
2020-03-26,Delaware County,1,8,7,74
2020-03-26,Dutchess County,35,225,155,1444
2020-03-26,Erie County,85,219,348,1336
2020-03-26,Essex County,0,4,6,63
2020-03-26,Franklin County,1,2,11,63
2020-03-26,Fulton County,0,1,5,87
2020-03-26,Genesee County,2,6,21,93
2020-03-26,Greene County,1,6,11,181
2020-03-26,Hamilton County,0,2,0,14
2020-03-26,Herkimer County,2,9,9,48
2020-03-26,Jefferson County,0,3,23,135
2020-03-26,Kings County,1106,6807,1905,15024
2020-03-26,Lewis County,0,0,5,30
2020-03-26,Livingston County,0,3,8,75
2020-03-26,Madison County,8,17,23,123
2020-03-26,Monroe County,21,160,232,2196
2020-03-26,Montgomery County,0,5,7,117
2020-03-26,Nassau County,743,4657,1412,12530
2020-03-26,New York County,523,4585,1062,12898
2020-03-26,Niagara County,9,23,55,169
2020-03-26,Oneida County,0,13,41,295
2020-03-26,Onondaga County,32,115,444,2078
2020-03-26,Ontario County,3,14,29,178
2020-03-26,Orange County,160,911,394,3076
2020-03-26,Orleans County,1,3,11,74
2020-03-26,Oswego County,0,4,18,160
2020-03-26,Otsego County,2,5,12,94
2020-03-26,Putnam County,17,111,47,561
2020-03-26,Queens County,1324,8037,2115,15784
2020-03-26,Rensselaer County,3,35,26,1049
2020-03-26,Richmond County,223,1412,413,3417
2020-03-26,Rockland County,260,1457,588,4029
2020-03-26,Saratoga County,9,82,69,1471
2020-03-26,Schenectady County,4,66,41,1025
2020-03-26,Schoharie County,1,3,3,63
2020-03-26,Schuyler County,0,0,8,41
2020-03-26,Seneca County,0,0,11,48
2020-03-26,St. Lawrence County,1,3,29,121
2020-03-26,Steuben County,1,12,25,132
2020-03-26,Suffolk County,650,3385,1333,10385
2020-03-26,Sullivan County,11,64,62,480
2020-03-26,Tioga County,0,2,10,50
2020-03-26,Tompkins County,4,26,109,666
2020-03-26,Ulster County,21,99,83,811
2020-03-26,Warren County,6,8,54,356
2020-03-26,Washington County,2,6,19,189
2020-03-26,Wayne County,3,11,27,187
2020-03-26,Westchester County,1243,7187,3227,29515
2020-03-26,Wyoming County,0,7,14,67
2020-03-26,Yates County,0,0,2,25
2020-03-25,Albany County,19,171,93,3177
2020-03-25,Allegany County,0,2,6,89
2020-03-25,Bronx County,838,3728,1770,9403
2020-03-25,Broome County,5,16,37,142
2020-03-25,Cattaraugus County,0,0,12,88
2020-03-25,Cayuga County,0,2,13,107
2020-03-25,Chautauqua County,0,1,4,36
2020-03-25,Chemung County,6,7,57,118
2020-03-25,Chenango County,0,3,1,25
2020-03-25,Clinton County,1,11,16,116
2020-03-25,Columbia County,1,13,22,277
2020-03-25,Cortland County,0,2,41,174
2020-03-25,Delaware County,2,7,12,67
2020-03-25,Dutchess County,37,190,209,1289
2020-03-25,Erie County,12,134,116,988
2020-03-25,Essex County,0,4,7,57
2020-03-25,Franklin County,0,1,5,52
2020-03-25,Fulton County,0,1,2,82
2020-03-25,Genesee County,2,4,19,72
2020-03-25,Greene County,1,5,11,170
2020-03-25,Hamilton County,0,2,0,14
2020-03-25,Herkimer County,2,7,6,39
2020-03-25,Jefferson County,1,3,31,112
2020-03-25,Kings County,755,5701,1550,13119
2020-03-25,Lewis County,0,0,5,25
2020-03-25,Livingston County,0,3,15,67
2020-03-25,Madison County,2,9,28,100
2020-03-25,Monroe County,21,139,255,1964
2020-03-25,Montgomery County,1,5,5,110
2020-03-25,Nassau County,629,3914,1735,11118
2020-03-25,New York County,542,4062,1232,11836
2020-03-25,Niagara County,2,14,10,114
2020-03-25,Oneida County,4,13,22,254
2020-03-25,Onondaga County,18,83,266,1634
2020-03-25,Ontario County,2,11,21,149
2020-03-25,Orange County,113,751,322,2682
2020-03-25,Orleans County,0,2,11,63
2020-03-25,Oswego County,2,4,25,142
2020-03-25,Otsego County,1,3,6,82
2020-03-25,Putnam County,11,94,75,514
2020-03-25,Queens County,1238,6713,2110,13669
2020-03-25,Rensselaer County,1,32,22,1023
2020-03-25,Richmond County,164,1189,293,3004
2020-03-25,Rockland County,229,1197,567,3441
2020-03-25,Saratoga County,9,73,55,1402
2020-03-25,Schenectady County,7,62,32,984
2020-03-25,Schoharie County,0,2,2,60
2020-03-25,Schuyler County,0,0,1,33
2020-03-25,Seneca County,0,0,6,37
2020-03-25,St. Lawrence County,1,2,14,92
2020-03-25,Steuben County,3,11,30,107
2020-03-25,Suffolk County,475,2735,1189,9052
2020-03-25,Sullivan County,14,53,53,418
2020-03-25,Tioga County,1,2,12,40
2020-03-25,Tompkins County,6,22,89,557
2020-03-25,Ulster County,13,78,71,728
2020-03-25,Warren County,0,2,16,302
2020-03-25,Washington County,0,4,18,170
2020-03-25,Wayne County,1,8,37,160
2020-03-25,Westchester County,1253,5944,5951,26288
2020-03-25,Wyoming County,3,7,9,53
2020-03-25,Yates County,0,0,1,23
2020-03-24,Albany County,6,152,198,3084
2020-03-24,Allegany County,0,2,5,83
2020-03-24,Bronx County,611,2890,1188,7633
2020-03-24,Broome County,2,11,13,105
2020-03-24,Cattaraugus County,0,0,3,76
2020-03-24,Cayuga County,0,2,5,94
2020-03-24,Chautauqua County,1,1,3,32
2020-03-24,Chemung County,0,1,5,61
2020-03-24,Chenango County,0,3,6,24
2020-03-24,Clinton County,2,10,14,100
2020-03-24,Columbia County,1,12,15,255
2020-03-24,Cortland County,0,2,3,133
2020-03-24,Delaware County,2,5,5,55
2020-03-24,Dutchess County,29,153,146,1080
2020-03-24,Erie County,15,122,114,872
2020-03-24,Essex County,1,4,6,50
2020-03-24,Franklin County,1,1,4,47
2020-03-24,Fulton County,0,1,4,80
2020-03-24,Genesee County,1,2,7,53
2020-03-24,Greene County,0,4,3,159
2020-03-24,Hamilton County,0,2,1,14
2020-03-24,Herkimer County,1,5,5,33
2020-03-24,Jefferson County,0,2,13,81
2020-03-24,Kings County,779,4946,1474,11569
2020-03-24,Lewis County,0,0,0,20
2020-03-24,Livingston County,0,3,9,52
2020-03-24,Madison County,2,7,15,72
2020-03-24,Monroe County,22,118,172,1709
2020-03-24,Montgomery County,1,4,5,105
2020-03-24,Nassau County,416,3285,896,9383
2020-03-24,New York County,442,3520,1065,10604
2020-03-24,Niagara County,1,12,16,104
2020-03-24,Oneida County,1,9,48,232
2020-03-24,Onondaga County,5,65,124,1368
2020-03-24,Ontario County,2,9,19,128
2020-03-24,Orange County,140,638,298,2360
2020-03-24,Orleans County,0,2,7,52
2020-03-24,Oswego County,0,2,13,117
2020-03-24,Otsego County,1,2,5,76
2020-03-24,Putnam County,16,83,51,439
2020-03-24,Queens County,1010,5475,1736,11559
2020-03-24,Rensselaer County,1,31,26,1001
2020-03-24,Richmond County,110,1025,223,2711
2020-03-24,Rockland County,297,968,592,2874
2020-03-24,Saratoga County,4,64,69,1347
2020-03-24,Schenectady County,9,55,53,952
2020-03-24,Schoharie County,1,2,3,58
2020-03-24,Schuyler County,0,0,0,32
2020-03-24,Seneca County,0,0,0,31
2020-03-24,St. Lawrence County,0,1,10,78
2020-03-24,Steuben County,3,8,13,77
2020-03-24,Suffolk County,380,2260,854,7863
2020-03-24,Sullivan County,9,39,23,365
2020-03-24,Tioga County,0,1,1,28
2020-03-24,Tompkins County,0,16,2,468
2020-03-24,Ulster County,18,65,81,657
2020-03-24,Warren County,0,2,52,286
2020-03-24,Washington County,1,4,25,152
2020-03-24,Wayne County,1,7,15,123
2020-03-24,Westchester County,800,4691,2371,20337
2020-03-24,Wyoming County,0,4,7,44
2020-03-24,Yates County,0,0,3,22
2020-03-23,Albany County,19,146,144,2886
2020-03-23,Allegany County,0,2,2,78
2020-03-23,Bronx County,455,2279,970,6445
2020-03-23,Broome County,2,9,18,92
2020-03-23,Cattaraugus County,0,0,12,73
2020-03-23,Cayuga County,0,2,10,89
2020-03-23,Chautauqua County,0,0,4,29
2020-03-23,Chemung County,1,1,17,56
2020-03-23,Chenango County,0,3,3,18
2020-03-23,Clinton County,2,8,17,86
2020-03-23,Columbia County,1,11,10,240
2020-03-23,Cortland County,0,2,30,130
2020-03-23,Delaware County,0,3,5,50
2020-03-23,Dutchess County,24,124,111,934
2020-03-23,Erie County,20,107,100,758
2020-03-23,Essex County,0,3,11,44
2020-03-23,Franklin County,0,0,3,43
2020-03-23,Fulton County,0,1,11,76
2020-03-23,Genesee County,0,1,8,46
2020-03-23,Greene County,0,4,8,156
2020-03-23,Hamilton County,0,2,2,13
2020-03-23,Herkimer County,0,4,3,28
2020-03-23,Jefferson County,0,2,1,68
2020-03-23,Kings County,700,4167,1422,10095
2020-03-23,Lewis County,0,0,5,20
2020-03-23,Livingston County,0,3,1,43
2020-03-23,Madison County,1,5,10,57
2020-03-23,Monroe County,20,96,219,1537
2020-03-23,Montgomery County,0,3,5,100
2020-03-23,Nassau County,427,2869,993,8487
2020-03-23,New York County,405,3078,990,9539
2020-03-23,Niagara County,1,11,15,88
2020-03-23,Oneida County,1,8,24,184
2020-03-23,Onondaga County,8,60,129,1244
2020-03-23,Ontario County,1,7,13,109
2020-03-23,Orange County,109,498,340,2062
2020-03-23,Orleans County,2,2,9,45
2020-03-23,Oswego County,1,2,28,104
2020-03-23,Otsego County,0,1,11,71
2020-03-23,Putnam County,22,67,70,388
2020-03-23,Queens County,839,4465,1518,9823
2020-03-23,Rensselaer County,1,30,47,975
2020-03-23,Richmond County,200,915,487,2488
2020-03-23,Rockland County,79,671,315,2282
2020-03-23,Saratoga County,7,60,76,1278
2020-03-23,Schenectady County,2,46,50,899
2020-03-23,Schoharie County,0,1,1,55
2020-03-23,Schuyler County,0,0,8,32
2020-03-23,Seneca County,0,0,11,31
2020-03-23,St. Lawrence County,0,1,6,68
2020-03-23,Steuben County,1,5,2,64
2020-03-23,Suffolk County,422,1880,1047,7009
2020-03-23,Sullivan County,7,30,44,342
2020-03-23,Tioga County,0,1,3,27
2020-03-23,Tompkins County,1,16,111,466
2020-03-23,Ulster County,12,47,117,576
2020-03-23,Warren County,0,2,8,234
2020-03-23,Washington County,0,3,7,127
2020-03-23,Wayne County,0,6,17,108
2020-03-23,Westchester County,997,3891,3282,17966
2020-03-23,Wyoming County,0,4,8,37
2020-03-23,Yates County,0,0,3,19
2020-03-22,Albany County,4,127,197,2742
2020-03-22,Allegany County,0,2,39,76
2020-03-22,Bronx County,606,1824,1276,5475
2020-03-22,Broome County,4,7,20,74
2020-03-22,Cattaraugus County,0,0,14,61
2020-03-22,Cayuga County,2,2,33,79
2020-03-22,Chautauqua County,0,0,12,25
2020-03-22,Chemung County,0,0,17,39
2020-03-22,Chenango County,0,3,2,15
2020-03-22,Clinton County,2,6,12,69
2020-03-22,Columbia County,5,10,48,230
2020-03-22,Cortland County,1,2,55,100
2020-03-22,Delaware County,0,3,10,45
2020-03-22,Dutchess County,18,100,135,823
2020-03-22,Erie County,33,87,247,658
2020-03-22,Essex County,0,3,2,33
2020-03-22,Franklin County,0,0,8,40
2020-03-22,Fulton County,0,1,11,65
2020-03-22,Genesee County,0,1,2,38
2020-03-22,Greene County,2,4,32,148
2020-03-22,Hamilton County,0,2,0,11
2020-03-22,Herkimer County,0,4,6,25
2020-03-22,Jefferson County,1,2,20,67
2020-03-22,Kings County,702,3467,1506,8673
2020-03-22,Lewis County,0,0,4,15
2020-03-22,Livingston County,1,3,3,42
2020-03-22,Madison County,3,4,14,47
2020-03-22,Monroe County,19,76,416,1318
2020-03-22,Montgomery County,0,3,6,95
2020-03-22,Nassau County,542,2442,1323,7494
2020-03-22,New York County,607,2673,1367,8549
2020-03-22,Niagara County,4,10,38,73
2020-03-22,Oneida County,2,7,36,160
2020-03-22,Onondaga County,23,52,538,1115
2020-03-22,Ontario County,0,6,5,96
2020-03-22,Orange County,142,389,472,1722
2020-03-22,Orleans County,0,0,4,36
2020-03-22,Oswego County,1,1,23,76
2020-03-22,Otsego County,1,1,10,60
2020-03-22,Putnam County,8,45,47,318
2020-03-22,Queens County,1152,3626,2048,8305
2020-03-22,Rensselaer County,3,29,78,928
2020-03-22,Richmond County,193,715,417,2001
2020-03-22,Rockland County,137,592,393,1967
2020-03-22,Saratoga County,12,53,164,1202
2020-03-22,Schenectady County,5,44,62,849
2020-03-22,Schoharie County,0,1,3,54
2020-03-22,Schuyler County,0,0,7,24
2020-03-22,Seneca County,0,0,4,20
2020-03-22,St. Lawrence County,0,1,9,62
2020-03-22,Steuben County,1,4,10,62
2020-03-22,Suffolk County,424,1458,1153,5962
2020-03-22,Sullivan County,7,23,83,298
2020-03-22,Tioga County,0,1,4,24
2020-03-22,Tompkins County,2,15,115,355
2020-03-22,Ulster County,9,35,54,459
2020-03-22,Warren County,1,2,81,226
2020-03-22,Washington County,2,3,52,120
2020-03-22,Wayne County,3,6,14,91
2020-03-22,Westchester County,1021,2894,4037,14684
2020-03-22,Wyoming County,2,4,11,29
2020-03-22,Yates County,0,0,3,16
2020-03-21,Albany County,35,123,577,2545
2020-03-21,Allegany County,0,2,10,37
2020-03-21,Bronx County,367,1218,1044,4199
2020-03-21,Broome County,1,3,5,54
2020-03-21,Cattaraugus County,0,0,23,47
2020-03-21,Cayuga County,0,0,25,46
2020-03-21,Chautauqua County,0,0,4,13
2020-03-21,Chemung County,0,0,2,22
2020-03-21,Chenango County,1,3,4,13
2020-03-21,Clinton County,0,4,2,57
2020-03-21,Columbia County,3,5,52,182
2020-03-21,Cortland County,1,1,17,45
2020-03-21,Delaware County,2,3,10,35
2020-03-21,Dutchess County,33,82,205,688
2020-03-21,Erie County,16,54,111,411
2020-03-21,Essex County,1,3,8,31
2020-03-21,Franklin County,0,0,10,32
2020-03-21,Fulton County,0,1,11,54
2020-03-21,Genesee County,0,1,6,36
2020-03-21,Greene County,0,2,23,116
2020-03-21,Hamilton County,0,2,0,11
2020-03-21,Herkimer County,1,4,10,19
2020-03-21,Jefferson County,0,1,4,47
2020-03-21,Kings County,893,2765,1941,7167
2020-03-21,Lewis County,0,0,4,11
2020-03-21,Livingston County,0,2,5,39
2020-03-21,Madison County,1,1,9,33
2020-03-21,Monroe County,15,57,246,902
2020-03-21,Montgomery County,0,3,20,89
2020-03-21,Nassau County,667,1900,1968,6171
2020-03-21,New York County,522,2066,1370,7182
2020-03-21,Niagara County,2,6,9,35
2020-03-21,Oneida County,1,5,30,124
2020-03-21,Onondaga County,12,29,157,577
2020-03-21,Ontario County,2,6,25,91
2020-03-21,Orange County,84,247,393,1250
2020-03-21,Orleans County,0,0,7,32
2020-03-21,Oswego County,0,0,19,53
2020-03-21,Otsego County,0,0,11,50
2020-03-21,Putnam County,15,37,75,271
2020-03-21,Queens County,843,2474,1927,6257
2020-03-21,Rensselaer County,6,26,173,850
2020-03-21,Richmond County,207,522,645,1584
2020-03-21,Rockland County,193,455,604,1574
2020-03-21,Saratoga County,6,41,143,1038
2020-03-21,Schenectady County,7,39,123,787
2020-03-21,Schoharie County,0,1,6,51
2020-03-21,Schuyler County,0,0,3,17
2020-03-21,Seneca County,0,0,3,16
2020-03-21,St. Lawrence County,1,1,20,53
2020-03-21,Steuben County,1,3,17,52
2020-03-21,Suffolk County,373,1034,1578,4809
2020-03-21,Sullivan County,4,16,37,215
2020-03-21,Tioga County,0,1,4,20
2020-03-21,Tompkins County,2,13,76,240
2020-03-21,Ulster County,8,26,145,405
2020-03-21,Warren County,0,1,28,145
2020-03-21,Washington County,0,1,18,68
2020-03-21,Wayne County,0,3,9,77
2020-03-21,Westchester County,486,1873,2011,10647
2020-03-21,Wyoming County,0,2,4,18
2020-03-21,Yates County,0,0,3,13
2020-03-20,Albany County,27,88,499,1968
2020-03-20,Allegany County,0,2,10,27
2020-03-20,Bronx County,297,851,884,3155
2020-03-20,Broome County,0,2,16,49
2020-03-20,Cattaraugus County,0,0,10,24
2020-03-20,Cayuga County,0,0,8,21
2020-03-20,Chautauqua County,0,0,2,9
2020-03-20,Chemung County,0,0,10,20
2020-03-20,Chenango County,0,2,4,9
2020-03-20,Clinton County,2,4,12,55
2020-03-20,Columbia County,1,2,35,130
2020-03-20,Cortland County,0,0,15,28
2020-03-20,Delaware County,0,1,8,25
2020-03-20,Dutchess County,13,49,205,483
2020-03-20,Erie County,7,38,55,300
2020-03-20,Essex County,1,2,5,23
2020-03-20,Franklin County,0,0,5,22
2020-03-20,Fulton County,0,1,13,43
2020-03-20,Genesee County,0,1,6,30
2020-03-20,Greene County,0,2,24,93
2020-03-20,Hamilton County,0,2,1,11
2020-03-20,Herkimer County,1,3,5,9
2020-03-20,Jefferson County,0,1,18,43
2020-03-20,Kings County,538,1872,1378,5226
2020-03-20,Lewis County,0,0,1,7
2020-03-20,Livingston County,1,2,13,34
2020-03-20,Madison County,0,0,9,24
2020-03-20,Monroe County,10,42,148,656
2020-03-20,Montgomery County,1,3,27,69
2020-03-20,Nassau County,479,1233,1706,4203
2020-03-20,New York County,370,1544,1263,5812
2020-03-20,Niagara County,1,4,6,26
2020-03-20,Oneida County,2,4,59,94
2020-03-20,Onondaga County,9,17,133,420
2020-03-20,Ontario County,1,4,25,66
2020-03-20,Orange County,79,163,377,857
2020-03-20,Orleans County,0,0,5,25
2020-03-20,Oswego County,0,0,11,34
2020-03-20,Otsego County,0,0,20,39
2020-03-20,Putnam County,15,22,79,196
2020-03-20,Queens County,491,1631,1218,4330
2020-03-20,Rensselaer County,12,20,166,677
2020-03-20,Richmond County,109,315,334,939
2020-03-20,Rockland County,161,262,569,970
2020-03-20,Saratoga County,11,35,279,895
2020-03-20,Schenectady County,11,32,157,664
2020-03-20,Schoharie County,0,1,16,45
2020-03-20,Schuyler County,0,0,9,14
2020-03-20,Seneca County,0,0,6,13
2020-03-20,St. Lawrence County,0,0,7,33
2020-03-20,Steuben County,2,2,27,35
2020-03-20,Suffolk County,290,661,1461,3231
2020-03-20,Sullivan County,4,12,42,178
2020-03-20,Tioga County,0,1,5,16
2020-03-20,Tompkins County,4,11,96,164
2020-03-20,Ulster County,6,18,70,260
2020-03-20,Warren County,0,1,31,117
2020-03-20,Washington County,0,1,10,50
2020-03-20,Wayne County,2,3,13,68
2020-03-20,Westchester County,296,1387,1459,8636
2020-03-20,Wyoming County,0,2,0,14
2020-03-20,Yates County,0,0,2,10
2020-03-19,Albany County,18,61,450,1469
2020-03-19,Allegany County,0,2,2,17
2020-03-19,Bronx County,191,554,605,2271
2020-03-19,Broome County,0,2,3,33
2020-03-19,Cattaraugus County,0,0,2,14
2020-03-19,Cayuga County,0,0,3,13
2020-03-19,Chautauqua County,0,0,1,7
2020-03-19,Chemung County,0,0,6,10
2020-03-19,Chenango County,0,2,0,5
2020-03-19,Clinton County,0,2,9,43
2020-03-19,Columbia County,1,1,24,95
2020-03-19,Cortland County,0,0,7,13
2020-03-19,Delaware County,0,1,4,17
2020-03-19,Dutchess County,5,36,59,278
2020-03-19,Erie County,3,31,43,245
2020-03-19,Essex County,0,1,10,18
2020-03-19,Franklin County,0,0,6,17
2020-03-19,Fulton County,0,1,6,30
2020-03-19,Genesee County,0,1,6,24
2020-03-19,Greene County,0,2,21,69
2020-03-19,Hamilton County,0,2,0,10
2020-03-19,Herkimer County,1,2,1,4
2020-03-19,Jefferson County,0,1,13,25
2020-03-19,Kings County,674,1334,1553,3848
2020-03-19,Lewis County,0,0,2,6
2020-03-19,Livingston County,1,1,11,21
2020-03-19,Madison County,0,0,4,15
2020-03-19,Monroe County,5,32,193,508
2020-03-19,Montgomery County,0,2,4,42
2020-03-19,Nassau County,385,754,1036,2497
2020-03-19,New York County,437,1174,1235,4549
2020-03-19,Niagara County,2,3,4,20
2020-03-19,Oneida County,0,2,7,35
2020-03-19,Onondaga County,3,8,60,287
2020-03-19,Ontario County,2,3,15,41
2020-03-19,Orange County,33,84,180,480
2020-03-19,Orleans County,0,0,6,20
2020-03-19,Oswego County,0,0,3,23
2020-03-19,Otsego County,0,0,10,19
2020-03-19,Putnam County,2,7,35,117
2020-03-19,Queens County,519,1140,1179,3112
2020-03-19,Rensselaer County,2,8,156,511
2020-03-19,Richmond County,116,206,272,605
2020-03-19,Rockland County,48,101,192,401
2020-03-19,Saratoga County,6,24,102,616
2020-03-19,Schenectady County,3,21,115,507
2020-03-19,Schoharie County,0,1,10,29
2020-03-19,Schuyler County,0,0,0,5
2020-03-19,Seneca County,0,0,2,7
2020-03-19,St. Lawrence County,0,0,7,26
2020-03-19,Steuben County,0,0,3,8
2020-03-19,Suffolk County,193,371,766,1770
2020-03-19,Sullivan County,5,8,79,136
2020-03-19,Tioga County,0,1,0,11
2020-03-19,Tompkins County,1,7,7,68
2020-03-19,Ulster County,2,12,62,190
2020-03-19,Warren County,0,1,17,86
2020-03-19,Washington County,0,1,8,40
2020-03-19,Wayne County,0,1,21,55
2020-03-19,Westchester County,292,1091,1483,7177
2020-03-19,Wyoming County,0,2,3,14
2020-03-19,Yates County,0,0,1,8
2020-03-18,Albany County,7,43,331,1019
2020-03-18,Allegany County,0,2,3,15
2020-03-18,Bronx County,154,363,597,1666
2020-03-18,Broome County,1,2,9,30
2020-03-18,Cattaraugus County,0,0,5,12
2020-03-18,Cayuga County,0,0,2,10
2020-03-18,Chautauqua County,0,0,3,6
2020-03-18,Chemung County,0,0,2,4
2020-03-18,Chenango County,1,2,1,5
2020-03-18,Clinton County,1,2,21,34
2020-03-18,Columbia County,0,0,32,71
2020-03-18,Cortland County,0,0,1,6
2020-03-18,Delaware County,0,1,1,13
2020-03-18,Dutchess County,11,31,107,219
2020-03-18,Erie County,21,28,130,202
2020-03-18,Essex County,0,1,1,8
2020-03-18,Franklin County,0,0,5,11
2020-03-18,Fulton County,1,1,12,24
2020-03-18,Genesee County,1,1,9,18
2020-03-18,Greene County,0,2,16,48
2020-03-18,Hamilton County,1,2,8,10
2020-03-18,Herkimer County,0,1,1,3
2020-03-18,Jefferson County,1,1,7,12
2020-03-18,Kings County,273,660,795,2295
2020-03-18,Lewis County,0,0,0,4
2020-03-18,Livingston County,0,0,5,10
2020-03-18,Madison County,0,0,7,11
2020-03-18,Monroe County,13,27,153,315
2020-03-18,Montgomery County,0,2,14,38
2020-03-18,Nassau County,186,369,632,1461
2020-03-18,New York County,335,737,1074,3314
2020-03-18,Niagara County,1,1,10,16
2020-03-18,Oneida County,2,2,14,28
2020-03-18,Onondaga County,3,5,98,227
2020-03-18,Ontario County,0,1,8,26
2020-03-18,Orange County,19,51,94,300
2020-03-18,Orleans County,0,0,3,14
2020-03-18,Oswego County,0,0,8,20
2020-03-18,Otsego County,0,0,2,9
2020-03-18,Putnam County,3,5,32,82
2020-03-18,Queens County,336,621,768,1933
2020-03-18,Rensselaer County,2,6,136,355
2020-03-18,Richmond County,33,90,110,333
2020-03-18,Rockland County,23,53,58,209
2020-03-18,Saratoga County,4,18,156,514
2020-03-18,Schenectady County,4,18,131,392
2020-03-18,Schoharie County,1,1,8,19
2020-03-18,Schuyler County,0,0,1,5
2020-03-18,Seneca County,0,0,2,5
2020-03-18,St. Lawrence County,0,0,3,19
2020-03-18,Steuben County,0,0,4,5
2020-03-18,Suffolk County,62,178,361,1004
2020-03-18,Sullivan County,2,3,23,57
2020-03-18,Tioga County,0,1,0,11
2020-03-18,Tompkins County,3,6,18,61
2020-03-18,Ulster County,1,10,41,128
2020-03-18,Warren County,0,1,8,69
2020-03-18,Washington County,0,1,5,32
2020-03-18,Wayne County,1,1,15,34
2020-03-18,Westchester County,261,799,1588,5694
2020-03-18,Wyoming County,1,2,6,11
2020-03-18,Yates County,0,0,3,7
2020-03-17,Albany County,13,36,267,688
2020-03-17,Allegany County,0,2,0,12
2020-03-17,Bronx County,123,209,433,1069
2020-03-17,Broome County,0,1,6,21
2020-03-17,Cattaraugus County,0,0,0,7
2020-03-17,Cayuga County,0,0,2,8
2020-03-17,Chautauqua County,0,0,0,3
2020-03-17,Chemung County,0,0,0,2
2020-03-17,Chenango County,1,1,1,4
2020-03-17,Clinton County,0,1,3,13
2020-03-17,Columbia County,0,0,14,39
2020-03-17,Cortland County,0,0,1,5
2020-03-17,Delaware County,0,1,0,12
2020-03-17,Dutchess County,4,20,23,112
2020-03-17,Erie County,0,7,2,72
2020-03-17,Essex County,1,1,2,7
2020-03-17,Franklin County,0,0,1,6
2020-03-17,Fulton County,0,0,0,12
2020-03-17,Genesee County,0,0,5,9
2020-03-17,Greene County,0,2,8,32
2020-03-17,Hamilton County,1,1,2,2
2020-03-17,Herkimer County,0,1,0,2
2020-03-17,Jefferson County,0,0,2,5
2020-03-17,Kings County,264,387,741,1500
2020-03-17,Lewis County,0,0,1,4
2020-03-17,Livingston County,0,0,4,5
2020-03-17,Madison County,0,0,0,4
2020-03-17,Monroe County,4,14,75,162
2020-03-17,Montgomery County,1,2,14,24
2020-03-17,Nassau County,52,183,218,829
2020-03-17,New York County,161,402,598,2240
2020-03-17,Niagara County,0,0,1,6
2020-03-17,Oneida County,0,0,4,14
2020-03-17,Onondaga County,0,2,15,129
2020-03-17,Ontario County,0,1,3,18
2020-03-17,Orange County,17,32,83,206
2020-03-17,Orleans County,0,0,5,11
2020-03-17,Oswego County,0,0,3,12
2020-03-17,Otsego County,0,0,1,7
2020-03-17,Putnam County,0,2,7,50
2020-03-17,Queens County,123,285,371,1165
2020-03-17,Rensselaer County,3,4,70,219
2020-03-17,Richmond County,26,57,61,223
2020-03-17,Rockland County,8,30,29,151
2020-03-17,Saratoga County,5,14,76,358
2020-03-17,Schenectady County,9,14,98,261
2020-03-17,Schoharie County,0,0,8,11
2020-03-17,Schuyler County,0,0,0,4
2020-03-17,Seneca County,0,0,1,3
2020-03-17,St. Lawrence County,0,0,7,16
